Standpunkt 1,  USMN Composite.txt,  PIM1_3,  5231.808375,  -107.152884,  11738.178995,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  USMN Composite.txt,  PIM1_4,  3277.010368,  519.352064,  11112.409951,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  USMN Composite.txt,  PIM1_5,  3160.938733,  -1415.646617,  11136.634682,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  USMN Composite.txt,  PIM1_6,  1528.107719,  390.551730,  10760.315830,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  USMN Composite.txt,  PIM1_7,  -1372.685353,  428.627093,  10525.502816,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  USMN Composite.txt,  PIM1_8,  -5931.294085,  425.210098,  10245.277010,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  USMN Composite.txt,  PIM1_1,  -1106.805692,  1055.614217,  5204.554559,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  USMN Composite.txt,  30-11,  760.804656,  -1453.009994,  13826.331295,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  USMN Composite.txt,  K-30-11,  761.544542,  837.204712,  13826.450058,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  USMN Composite.txt,  36-20,  763.389454,  -1453.130025,  3526.964349,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  USMN Composite.txt,  PIM1_2,  2374.242502,  485.306799,  5188.639430,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  USMN Composite.txt,  38-15,  5535.271237,  -1456.068837,  5565.532085,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  USMN Composite.txt,  K-38-15,  5536.326317,  827.965538,  5565.521584,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  USMN Composite.txt,  PIM1_9,  -2252.228331,  585.584770,  5781.490989,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Netz,  PIM1_7,  -1372.729543,  428.642241,  10525.530266,  19.050000,  19.050000,  05/23/18 10:20:48,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.002560 mm,  Weather:T=25.2C,P=978.1hPA(mbar),H=48.6%,  Standard Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=2.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000000 mm, h = 0.000022, v = 0.000016 deg. Level Compensation OFF
Standpunkt 1,  Netz,  PIM1_5,  3161.012239,  -1415.673683,  11136.654700,  19.050000,  19.050000,  05/23/18 10:21:13,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.009498 mm,  Weather:T=25.2C,P=978.1hPA(mbar),H=48.6%,  Standard Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=2.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000151 mm, h = 0.000076, v = 0.000072 deg. Level Compensation OFF
Standpunkt 1,  Netz,  PIM1_4,  3276.980304,  519.400596,  11112.483687,  19.050000,  19.050000,  05/23/18 10:21:27,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.004667 mm,  Weather:T=25.2C,P=978.1hPA(mbar),H=48.6%,  Standard Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=2.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000158 mm, h = 0.000049, v = 0.000017 deg. Level Compensation OFF
Standpunkt 1,  Netz,  38-15,  5535.286027,  -1456.103306,  5565.506413,  19.050000,  19.050000,  05/23/18 10:21:55,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.008964 mm,  Weather:T=25.2C,P=978.1hPA(mbar),H=48.6%,  Standard Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=2.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000455 mm, h = 0.000127, v = 0.000058 deg. Level Compensation OFF
Standpunkt 1,  Netz,  36-20,  763.375411,  -1453.132171,  3526.868817,  19.050000,  19.050000,  05/23/18 10:22:25,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.009783 mm,  Weather:T=24.7C,P=978.1hPA(mbar),H=50.4%,  Standard Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=2.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000059 mm, h = 0.000134, v = 0.000125 deg. Level Compensation OFF
Standpunkt 1,  Belastung,  0,  40.218667,  467.910333,  7292.433962,  19.050000,  19.050000,  05/23/18 10:27:24,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.002289 mm,  Weather:T=24.8C,P=978.1hPA(mbar),H=50.4%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=1.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000368 mm, h = 0.000055, v = 0.000018 deg. Level Compensation OFF
Standpunkt 1,  Belastung,  1,  40.212090,  467.908125,  7292.427860,  19.050000,  19.050000,  05/23/18 10:27:51,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.001801 mm,  Weather:T=24.8C,P=978.1hPA(mbar),H=50.4%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=1.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000216 mm, h = 0.000031, v = 0.000033 deg. Level Compensation OFF
Standpunkt 1,  Belastung,  2,  40.197548,  467.901893,  7292.450900,  19.050000,  19.050000,  05/23/18 10:28:03,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.010520 mm,  Weather:T=24.8C,P=978.1hPA(mbar),H=50.4%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=1.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.005982 mm, h = 0.000206, v = 0.000081 deg. Level Compensation OFF
Standpunkt 1,  Belastung,  3,  40.213072,  467.906700,  7292.439519,  19.050000,  19.050000,  05/23/18 10:28:15,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.012155 mm,  Weather:T=24.8C,P=978.1hPA(mbar),H=50.4%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=1.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.007935 mm, h = 0.000228, v = 0.000061 deg. Level Compensation OFF
Standpunkt 1,  Belastung,  4,  40.215678,  467.904435,  7292.433768,  19.050000,  19.050000,  05/23/18 10:28:25,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.005209 mm,  Weather:T=24.8C,P=978.1hPA(mbar),H=50.4%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=1.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.003947 mm, h = 0.000080, v = 0.000033 deg. Level Compensation OFF
Standpunkt 1,  Belastung,  5,  40.214155,  467.903747,  7292.436040,  19.050000,  19.050000,  05/23/18 10:28:37,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.004715 mm,  Weather:T=24.8C,P=978.1hPA(mbar),H=50.4%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=1.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.003981 mm, h = 0.000054, v = 0.000035 deg. Level Compensation OFF
Standpunkt 1,  Belastung2,  6,  40.218298,  467.904887,  7292.437035,  19.050000,  19.050000,  05/23/18 10:30:18,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.002595 mm,  Weather:T=24.9C,P=978.1hPA(mbar),H=50.4%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=1.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000200 mm, h = 0.000041, v = 0.000051 deg. Level Compensation OFF
Standpunkt 1,  Belastung2,  7,  40.216567,  467.904199,  7292.435011,  19.050000,  19.050000,  05/23/18 10:30:22,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.000866 mm,  Weather:T=24.9C,P=978.1hPA(mbar),H=50.4%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=1.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000123 mm, h = 0.000011, v = 0.000018 deg. Level Compensation OFF
Standpunkt 1,  Belastung2,  8,  40.216204,  467.909533,  7292.431399,  19.050000,  19.050000,  05/23/18 10:30:25,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.000825 mm,  Weather:T=24.9C,P=978.1hPA(mbar),H=50.4%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=1.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000208 mm, h = 0.000015, v = 0.000014 deg. Level Compensation OFF
Standpunkt 1,  Belastung2,  9,  40.217331,  467.912737,  7292.432098,  19.050000,  19.050000,  05/23/18 10:30:29,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.000785 mm,  Weather:T=24.9C,P=978.1hPA(mbar),H=50.4%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=1.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000086 mm, h = 0.000015, v = 0.000013 deg. Level Compensation OFF
Standpunkt 1,  Belastung2,  10,  40.217597,  467.910664,  7292.433323,  19.050000,  19.050000,  05/23/18 10:30:32,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.000828 mm,  Weather:T=24.9C,P=978.1hPA(mbar),H=50.4%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=1.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000157 mm, h = 0.000013, v = 0.000016 deg. Level Compensation OFF
Standpunkt 1,  Rotation,  11,  464.699642,  -649.282558,  7030.065184,  19.050000,  19.050000,  05/23/18 10:38:10,  ,  AT960-LR 750836 ,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.000903 mm,  Weather:T=25.1C,P=978.1hPA(mbar),H=50.4%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=1.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000000 mm, h = 0.000023, v = 0.000019 deg. Level Compensation OFF
